id,familia,marca
36490,1.0,202.0
34936,1.0,161.0
88639,1.0,213.0
76878,1.0,7.0
86315,1.0,247.0
70374,7.0,19.0
70203,8.0,19.0
75796,1.0,219.0
84318,1.0,221.0
77356,1.0,227.0
29612,9.0,33.0
20421,7.0,67.0
28118,1.0,194.0
75596,1.0,7.0
22889,1.0,20.0
28620,1.0,30.0
87527,1.0,249.0
66448,7.0,186.0
35172,1.0,165.0
19206,7.0,186.0
22061,7.0,98.0
8459,1.0,181.0
93468,1.0,234.0
84640,1.0,213.0
29722,20.0,33.0
18698,7.0,186.0
35448,1.0,165.0
22867,1.0,20.0
105996,1.0,226.0
89145,1.0,176.0
77888,1.0,213.0
17396,7.0,186.0
20803,7.0,76.0
33174,1.0,198.0
20241,7.0,67.0
30924,9.0,33.0
76719,1.0,216.0
74774,1.0,7.0
67181,9.0,39.0
22561,1.0,20.0
10467,1.0,18.0
26473,1.0,23.0
85024,1.0,29.0
12491,1.0,18.0
81237,1.0,176.0
23311,1.0,20.0
87451,1.0,226.0
80025,1.0,21.0
26737,1.0,25.0
84930,1.0,29.0
33858,7.0,199.0
30662,20.0,33.0
20195,1.0,10.0
107984,1.0,267.0
36188,1.0,170.0
86491,1.0,247.0
21295,7.0,76.0
73711,1.0,219.0
83003,1.0,214.0
87579,1.0,249.0
17140,7.0,186.0
22135,7.0,98.0
28142,7.0,194.0
32200,1.0,33.0
29878,7.0,33.0
16697,7.0,186.0
88021,1.0,251.0
33040,20.0,33.0
8720,1.0,18.0
34930,1.0,161.0
79791,2.0,21.0
14469,7.0,44.0
31598,20.0,33.0
29374,1.0,32.0
70458,7.0,19.0
30378,7.0,33.0
35722,1.0,170.0
33360,1.0,198.0
10750,1.0,18.0
104128,1.0,7.0
17282,7.0,186.0
90779,1.0,213.0
31052,9.0,33.0
79411,2.0,21.0
73961,1.0,219.0
86789,1.0,247.0
17472,7.0,186.0
75136,1.0,7.0
16767,7.0,186.0
106132,1.0,226.0
85188,1.0,29.0
25211,1.0,20.0
68845,7.0,15.0
69302,7.0,207.0
15241,7.0,44.0
91135,1.0,213.0
13677,7.0,184.0
77954,1.0,218.0
27155,1.0,25.0
84442,1.0,221.0
88207,1.0,18.0
15875,1.0,185.0
93378,2.0,213.0
103144,1.0,7.0
18584,7.0,186.0
11314,1.0,18.0
75410,1.0,7.0
30014,7.0,33.0
66280,7.0,44.0
73677,7.0,217.0
37212,1.0,38.0
82881,1.0,214.0
21697,6.0,98.0
79395,1.0,21.0
79083,1.0,21.0
18074,7.0,186.0
79431,1.0,21.0
80519,1.0,228.0
31812,7.0,33.0
20975,7.0,76.0
33554,1.0,198.0
84532,1.0,221.0
108619,1.0,65.0
27700,1.0,25.0
79765,2.0,21.0
80443,1.0,229.0
16703,7.0,186.0
72690,1.0,137.0
111551,1.0,174.0
27926,1.0,194.0
84988,1.0,29.0
17288,7.0,186.0
76106,1.0,7.0
74264,1.0,219.0
27161,1.0,25.0
27129,1.0,25.0
78513,1.0,21.0
73469,1.0,18.0
17200,7.0,186.0
68977,7.0,15.0
17130,7.0,186.0
26927,1.0,25.0
91341,1.0,270.0
112547,1.0,7.0
80879,1.0,213.0
36928,1.0,38.0
29490,9.0,33.0
81163,1.0,231.0
14075,7.0,44.0
13127,1.0,2.0
15815,7.0,44.0
17220,7.0,186.0
102817,1.0,7.0
29910,7.0,33.0
15233,7.0,44.0
19002,7.0,186.0
104808,1.0,7.0
93286,1.0,229.0
75402,1.0,7.0
113453,1.0,18.0
32074,7.0,33.0
27916,1.0,194.0
90120,1.0,176.0
32466,18.0,33.0
29014,1.0,32.0
28626,1.0,30.0
25525,1.0,23.0
28878,1.0,30.0
28466,1.0,30.0
26587,1.0,23.0
36826,1.0,38.0
102953,1.0,7.0
36696,1.0,38.0
20789,7.0,76.0
24101,1.0,20.0
78098,1.0,234.0
23885,1.0,20.0
70672,8.0,27.0
87753,1.0,218.0
31590,20.0,33.0
88325,1.0,239.0
34334,7.0,201.0
29208,1.0,32.0
28060,1.0,194.0
79407,1.0,21.0
75000,1.0,7.0
67652,1.0,10.0
35734,1.0,170.0
13845,6.0,44.0
70918,1.0,140.0
26197,1.0,23.0
13597,1.0,4.0
18032,7.0,186.0
23637,1.0,20.0
13703,7.0,44.0
82805,1.0,50.0
82915,1.0,214.0
92568,2.0,213.0
83033,1.0,213.0
78863,2.0,21.0
25047,1.0,20.0
26073,1.0,23.0
23507,1.0,20.0
33170,1.0,198.0
25285,1.0,20.0
11313,1.0,18.0
17132,7.0,186.0
9662,1.0,18.0
90907,1.0,78.0
28154,7.0,194.0
75118,1.0,7.0
76296,2.0,18.0
9587,1.0,9.0
16603,3.0,185.0
68698,8.0,6.0
81031,1.0,228.0
79591,1.0,21.0
70416,7.0,19.0
76306,1.0,18.0
29216,1.0,32.0
70320,7.0,19.0
74604,1.0,7.0
102885,1.0,7.0
9238,1.0,18.0
15391,7.0,44.0
16203,1.0,185.0
25747,1.0,23.0
80459,1.0,229.0
9321,1.0,18.0
13355,8.0,2.0
22959,1.0,20.0
36790,1.0,38.0
17031,7.0,186.0
81664,1.0,214.0
14349,7.0,44.0
78711,1.0,21.0
17682,7.0,186.0
27628,1.0,25.0
13697,7.0,44.0
85244,1.0,29.0
35492,1.0,165.0
9932,1.0,9.0
78295,1.0,78.0
93558,1.0,213.0
18054,7.0,186.0
67280,1.0,10.0
87367,1.0,176.0
26031,1.0,23.0
20581,7.0,67.0
30060,18.0,33.0
30682,20.0,33.0
83272,1.0,218.0
75072,1.0,7.0
88407,1.0,218.0
111689,2.0,174.0
20865,7.0,76.0
9638,1.0,18.0
12432,6.0,18.0
9411,1.0,9.0
29736,20.0,33.0
81630,1.0,213.0
86199,1.0,213.0
29276,1.0,32.0
13389,1.0,2.0
36538,1.0,38.0
13913,7.0,44.0
104330,1.0,228.0
14399,7.0,44.0
105760,1.0,226.0
16445,1.0,185.0
33742,5.0,198.0
76842,1.0,7.0
11671,1.0,18.0
82237,1.0,235.0
22059,7.0,98.0
77008,1.0,7.0
34050,1.0,156.0
26261,1.0,23.0
84702,1.0,29.0
33672,1.0,198.0
83620,1.0,7.0
14759,7.0,44.0
85430,1.0,29.0
26417,1.0,23.0
113655,1.0,18.0
83810,1.0,241.0
24205,1.0,20.0
15941,1.0,185.0
15133,7.0,44.0
79401,1.0,21.0
37084,2.0,38.0
27101,1.0,25.0
26515,1.0,23.0
8868,1.0,18.0
80227,1.0,229.0
32528,7.0,33.0
83282,1.0,270.0
32534,7.0,33.0
83388,1.0,214.0
75682,1.0,7.0
72123,5.0,196.0
36152,1.0,170.0
15599,7.0,44.0
80257,1.0,229.0
72509,1.0,137.0
74320,1.0,219.0
75416,1.0,7.0
33988,1.0,156.0
33466,1.0,198.0
31226,20.0,33.0
75012,1.0,7.0
83676,1.0,7.0
82259,1.0,214.0
36796,1.0,38.0
36718,1.0,38.0
70641,8.0,27.0
24091,1.0,20.0
85484,1.0,29.0
21307,7.0,76.0
28084,1.0,194.0
30322,7.0,33.0
21971,7.0,98.0
10388,1.0,18.0
34530,1.0,161.0
83484,1.0,7.0
29640,20.0,33.0
24665,1.0,20.0
34676,1.0,161.0
93426,1.0,218.0
28164,7.0,194.0
79467,2.0,21.0
31656,18.0,33.0
106164,1.0,226.0
90040,1.0,218.0
26111,1.0,23.0
77662,1.0,227.0
25639,1.0,23.0
33874,7.0,199.0
31382,20.0,33.0
91205,1.0,213.0
20353,7.0,67.0
85412,1.0,29.0
84974,1.0,29.0
106260,1.0,226.0
79089,1.0,21.0
18902,7.0,186.0
82773,1.0,50.0
26709,1.0,25.0
24751,1.0,20.0
102676,1.0,7.0
28012,1.0,194.0
18112,7.0,186.0
24085,1.0,20.0
35206,1.0,165.0
79135,2.0,21.0
88321,1.0,239.0
71275,7.0,210.0
73637,1.0,219.0
13417,7.0,2.0
77334,1.0,227.0
104124,1.0,7.0
29836,7.0,33.0
81430,1.0,232.0
88607,1.0,252.0
112413,1.0,269.0
78601,1.0,21.0
88077,1.0,251.0
8680,1.0,18.0
30940,9.0,33.0
74017,1.0,219.0
84033,1.0,242.0
33998,1.0,156.0
76230,1.0,224.0
15419,7.0,44.0
16699,7.0,186.0
24003,3.0,20.0
69684,8.0,27.0
29206,1.0,32.0
9820,1.0,18.0
19815,1.0,9.0
83398,1.0,214.0
89486,1.0,18.0
90371,1.0,176.0
16519,1.0,185.0
26869,1.0,25.0
84900,1.0,29.0
10571,1.0,1.0
69967,8.0,27.0
23241,1.0,20.0
26929,1.0,25.0
67483,7.0,39.0
106816,1.0,226.0
34164,1.0,156.0
24791,1.0,20.0
80871,1.0,213.0
85102,1.0,29.0
36344,1.0,170.0
93556,1.0,78.0
19094,7.0,186.0
90098,1.0,176.0
29428,9.0,33.0
79973,1.0,21.0
28374,1.0,30.0
88629,1.0,252.0
9533,1.0,9.0
34302,7.0,201.0
15275,7.0,44.0
83256,1.0,240.0
80577,1.0,216.0
85502,1.0,29.0
28166,7.0,194.0
26365,1.0,23.0
17007,7.0,186.0
35612,1.0,170.0
87487,1.0,226.0
85122,1.0,29.0
33940,1.0,156.0
22887,1.0,20.0
35066,1.0,161.0
88183,1.0,18.0
10501,1.0,18.0
20191,1.0,10.0
32870,20.0,33.0
79911,1.0,21.0
14667,7.0,44.0
68596,1.0,206.0
87225,2.0,247.0
86401,1.0,247.0
104134,1.0,7.0
84332,1.0,221.0
27459,1.0,25.0
30868,9.0,33.0
10301,1.0,18.0
76970,1.0,7.0
26721,1.0,25.0
32256,1.0,33.0
67160,7.0,39.0
27932,1.0,194.0
67705,1.0,10.0
89560,1.0,176.0
112477,1.0,269.0
27968,1.0,194.0
27590,1.0,25.0
16121,1.0,185.0
69320,7.0,207.0
27385,1.0,25.0
34048,1.0,156.0
21241,7.0,76.0
29120,1.0,32.0
111561,2.0,174.0
26895,1.0,25.0
15751,7.0,44.0
14003,7.0,44.0
72427,1.0,137.0
74164,1.0,219.0
75982,1.0,7.0
32168,1.0,33.0
15555,7.0,44.0
15433,7.0,44.0
76184,1.0,7.0
75294,1.0,7.0
85999,1.0,245.0
82145,1.0,235.0
22779,1.0,20.0
32952,20.0,33.0
78369,1.0,21.0
74730,1.0,7.0
21655,6.0,98.0
15591,7.0,44.0
28854,1.0,30.0
111453,1.0,174.0
20407,7.0,67.0
36892,1.0,38.0
93578,1.0,7.0
18770,7.0,186.0
23019,1.0,20.0
21291,7.0,76.0
26865,1.0,25.0
76844,1.0,7.0
21217,7.0,76.0
79621,1.0,21.0
111805,1.0,36.0
78693,1.0,21.0
28774,1.0,30.0
20971,7.0,76.0
86053,1.0,240.0
30812,20.0,33.0
13273,1.0,2.0
66274,7.0,44.0
29672,20.0,33.0
76737,1.0,7.0
93530,1.0,244.0
31806,7.0,33.0
24367,3.0,20.0
92998,1.0,270.0
72097,5.0,196.0
20775,8.0,189.0
106894,1.0,226.0
28242,5.0,196.0
24945,1.0,20.0
68376,7.0,39.0
70583,1.0,108.0
86485,1.0,247.0
14509,7.0,44.0
77140,1.0,7.0
67722,1.0,10.0
21407,1.0,191.0
23739,1.0,20.0
77080,1.0,7.0
77906,1.0,213.0
32438,7.0,33.0
16559,1.0,185.0
78899,1.0,21.0
33486,1.0,198.0
17878,7.0,186.0
30358,18.0,33.0
19704,1.0,9.0
28570,1.0,30.0
69786,7.0,27.0
25319,1.0,20.0
36478,1.0,170.0
18364,7.0,186.0
34938,1.0,161.0
22425,7.0,110.0
90094,1.0,218.0
13947,7.0,44.0
9459,1.0,9.0
34076,1.0,156.0
77776,1.0,227.0
67355,1.0,10.0
30988,9.0,33.0
106926,1.0,226.0
18894,7.0,186.0
69341,7.0,207.0
14575,7.0,44.0
24093,1.0,20.0
23275,1.0,20.0
85168,1.0,29.0
75848,1.0,219.0
86619,1.0,218.0
16015,1.0,185.0
80563,1.0,213.0
22729,1.0,20.0
83322,1.0,214.0
35188,1.0,165.0
17678,7.0,186.0
82763,1.0,50.0
78245,1.0,7.0
15569,7.0,44.0
86755,1.0,176.0
10584,1.0,1.0
35390,1.0,165.0
18718,7.0,186.0
86453,1.0,247.0
12765,8.0,18.0
85356,1.0,29.0
32956,20.0,33.0
72488,1.0,137.0
20737,9.0,188.0
24257,1.0,20.0
78060,1.0,213.0
28628,1.0,30.0
77704,1.0,227.0
16221,1.0,185.0
68728,8.0,6.0
10763,1.0,18.0
73629,1.0,219.0
76156,1.0,7.0
8846,1.0,18.0
31686,18.0,33.0
88277,1.0,239.0
17358,7.0,186.0
30222,7.0,33.0
82075,1.0,235.0
31726,7.0,33.0
72627,1.0,137.0
83869,1.0,242.0
80281,1.0,229.0
27716,1.0,25.0
89827,1.0,18.0
89035,1.0,253.0
108647,1.0,65.0
15563,7.0,44.0
92698,1.0,227.0
105826,1.0,226.0
14907,7.0,44.0
106326,1.0,226.0
69455,8.0,27.0
26125,1.0,23.0
76543,1.0,18.0
112489,1.0,269.0
9856,1.0,9.0
67495,7.0,39.0
8859,1.0,18.0
80121,1.0,229.0
29464,9.0,33.0
27686,1.0,25.0
15225,7.0,44.0
27249,1.0,25.0
74726,1.0,7.0
89418,1.0,270.0
20323,7.0,67.0
68181,1.0,10.0
25257,1.0,20.0
85386,1.0,29.0
78949,2.0,21.0
82815,1.0,50.0
25341,1.0,20.0
32950,20.0,33.0
69961,8.0,27.0
77508,1.0,227.0
20713,9.0,188.0
79445,1.0,21.0
30530,7.0,33.0
85028,1.0,29.0
18616,7.0,186.0
84354,1.0,221.0
85492,1.0,29.0
81537,1.0,214.0
26393,1.0,23.0
83508,1.0,7.0
14403,7.0,44.0
81370,1.0,232.0
29032,1.0,32.0
85230,1.0,29.0
24479,1.0,20.0
27832,1.0,194.0
74274,1.0,219.0
106134,1.0,226.0
113366,1.0,18.0
108693,1.0,65.0
19539,1.0,9.0
25617,1.0,23.0
92700,1.0,227.0
32174,1.0,33.0
89066,1.0,213.0
36438,1.0,170.0
71376,9.0,211.0
22815,1.0,20.0
78559,1.0,21.0
92141,1.0,176.0
77006,1.0,7.0
77064,1.0,7.0
70967,1.0,140.0
29460,9.0,33.0
85524,1.0,29.0
35412,1.0,165.0
28208,5.0,196.0
8692,1.0,18.0
74714,1.0,7.0
78439,1.0,21.0
85414,1.0,29.0
16293,1.0,185.0
12447,6.0,18.0
17594,7.0,186.0
17704,7.0,186.0
72560,1.0,137.0
28668,1.0,30.0
30804,20.0,33.0
19084,7.0,186.0
20183,1.0,10.0
104681,1.0,265.0
36828,1.0,38.0
83960,1.0,242.0
28232,5.0,196.0
76024,1.0,7.0
15595,7.0,44.0
30342,7.0,33.0
36226,1.0,170.0
14607,7.0,44.0
78983,1.0,21.0
29136,1.0,32.0
8718,1.0,18.0
34078,1.0,156.0
17514,7.0,186.0
14409,7.0,44.0
74618,1.0,7.0
113371,1.0,18.0
77214,7.0,226.0
79597,1.0,21.0
36966,1.0,38.0
85756,1.0,29.0
26849,1.0,25.0
28286,5.0,196.0
77972,1.0,270.0
23367,1.0,20.0
87161,1.0,176.0
29366,1.0,32.0
26483,1.0,23.0
29558,20.0,33.0
10283,1.0,18.0
9158,1.0,18.0
23157,1.0,20.0
33580,1.0,198.0
74206,1.0,219.0
75568,1.0,7.0
30316,7.0,33.0
85246,1.0,29.0
22499,1.0,20.0
33330,1.0,198.0
20355,7.0,67.0
29524,9.0,33.0
84500,1.0,221.0
89025,1.0,253.0
79985,1.0,21.0
10976,1.0,18.0
14189,7.0,44.0
23325,1.0,20.0
35508,1.0,36.0
8607,1.0,85.0
16013,1.0,185.0
10531,1.0,1.0
66337,1.0,185.0
26811,1.0,25.0
15535,7.0,44.0
86579,1.0,218.0
14993,7.0,44.0
81097,1.0,228.0
10402,1.0,18.0
13735,7.0,44.0
9360,1.0,9.0
74742,1.0,7.0
67421,1.0,10.0
21375,1.0,191.0
91237,2.0,213.0
87807,1.0,239.0
82917,1.0,214.0
78271,1.0,78.0
108437,1.0,18.0
82285,1.0,214.0
36946,1.0,38.0
72527,1.0,137.0
17874,7.0,186.0
10334,1.0,176.0
35090,1.0,161.0
92956,1.0,270.0
76457,1.0,18.0
86369,1.0,247.0
79647,1.0,21.0
82131,1.0,235.0
17794,7.0,186.0
27600,1.0,25.0
18926,7.0,186.0
33236,1.0,198.0
76802,1.0,7.0
10121,1.0,18.0
24083,1.0,20.0
87495,1.0,226.0
85042,1.0,29.0
79511,2.0,21.0
23159,1.0,20.0
29606,20.0,33.0
88007,1.0,251.0
17404,7.0,186.0
88195,1.0,18.0
9971,1.0,18.0
31410,20.0,33.0
24211,1.0,20.0
89111,1.0,213.0
35906,1.0,170.0
70284,7.0,19.0
29152,1.0,32.0
86241,1.0,247.0
80677,1.0,213.0
8663,1.0,83.0
24535,1.0,20.0
35706,1.0,170.0
78359,1.0,21.0
8760,1.0,18.0
79583,1.0,21.0
14525,7.0,44.0
24237,1.0,20.0
34392,7.0,201.0
79357,1.0,21.0
102985,1.0,7.0
33810,1.0,198.0
70735,8.0,27.0
15601,7.0,44.0
35780,1.0,170.0
28402,1.0,30.0
81426,1.0,232.0
69693,8.0,27.0
17222,7.0,186.0
27854,1.0,194.0
67373,1.0,10.0
8920,1.0,18.0
82923,1.0,214.0
105618,1.0,226.0
35136,1.0,165.0
80313,1.0,229.0
79899,1.0,21.0
18018,7.0,186.0
30002,7.0,33.0
36944,1.0,38.0
74686,1.0,7.0
24749,1.0,20.0
15519,7.0,44.0
105936,1.0,226.0
49708,1.0,9.0
11122,1.0,18.0
29740,12.0,33.0
18962,7.0,186.0
84118,1.0,221.0
77426,1.0,227.0
13897,7.0,44.0
69380,8.0,27.0
75722,1.0,7.0
104537,1.0,228.0
24283,1.0,20.0
33088,20.0,33.0
90377,1.0,176.0
13487,1.0,2.0
78425,2.0,21.0
12793,8.0,18.0
28492,1.0,30.0
29864,7.0,33.0
20515,7.0,67.0
79969,1.0,21.0
74049,1.0,220.0
32412,1.0,33.0
103011,1.0,7.0
87997,1.0,251.0
33226,1.0,198.0
8786,1.0,18.0
76381,1.0,18.0
10177,3.0,18.0
84446,1.0,221.0
15361,7.0,44.0
14023,7.0,44.0
78643,1.0,21.0
71290,7.0,210.0
36870,1.0,38.0
77682,1.0,227.0
12836,8.0,18.0
9433,1.0,9.0
82979,1.0,214.0
16161,1.0,185.0
76988,1.0,7.0
111813,1.0,36.0
71272,7.0,210.0
23411,1.0,20.0
66331,1.0,185.0
82269,1.0,214.0
72723,1.0,137.0
27159,1.0,25.0
28148,7.0,194.0
30148,7.0,33.0
81299,1.0,214.0
28094,1.0,194.0
78699,1.0,21.0
81085,1.0,228.0
88333,1.0,239.0
90827,1.0,176.0
77248,1.0,227.0
15835,1.0,185.0
82067,1.0,213.0
11662,1.0,18.0
102331,1.0,65.0
67637,7.0,39.0
31280,20.0,33.0
76224,1.0,7.0
75696,1.0,7.0
75180,1.0,7.0
26105,1.0,23.0
82825,1.0,50.0
67016,9.0,39.0
70687,8.0,27.0
91056,1.0,213.0
34246,7.0,200.0
30964,9.0,33.0
16067,1.0,185.0
33912,7.0,199.0
19218,7.0,186.0
18508,7.0,186.0
87535,1.0,249.0
104109,1.0,7.0
84630,1.0,78.0
24635,1.0,20.0
33592,1.0,198.0
73528,7.0,217.0
70596,8.0,27.0
22003,7.0,98.0
88571,1.0,252.0
31372,20.0,33.0
15961,1.0,185.0
13087,1.0,2.0
36742,2.0,38.0
91181,1.0,213.0
81165,1.0,231.0
18266,7.0,186.0
86047,1.0,240.0
20425,7.0,67.0
14135,7.0,44.0
30488,7.0,33.0
14305,7.0,44.0
84804,1.0,29.0
12441,6.0,18.0
112531,1.0,7.0
75394,1.0,7.0
21053,7.0,76.0
84142,1.0,221.0
27123,1.0,25.0
13205,1.0,2.0
78551,1.0,21.0
9837,1.0,9.0
35486,1.0,165.0
16791,7.0,186.0
104843,1.0,266.0
106018,1.0,226.0
104535,1.0,228.0
14599,7.0,44.0
106984,1.0,226.0
81285,1.0,232.0
81131,1.0,228.0
81410,1.0,220.0
35958,1.0,170.0
84802,1.0,29.0
79705,1.0,21.0
105702,1.0,226.0
87855,1.0,251.0
108745,1.0,228.0
23433,1.0,20.0
13909,7.0,44.0
87265,1.0,176.0
17738,7.0,186.0
23889,1.0,20.0
71494,1.0,165.0
66196,7.0,44.0
78763,1.0,21.0
80215,1.0,229.0
26457,1.0,23.0
19252,7.0,186.0
10958,1.0,18.0
108557,1.0,65.0
67908,9.0,39.0
36976,1.0,38.0
84972,1.0,29.0
22549,1.0,20.0
76342,1.0,18.0
77038,1.0,7.0
92009,1.0,176.0
76423,1.0,18.0
23683,1.0,20.0
15693,7.0,44.0
36348,1.0,170.0
8483,1.0,179.0
82165,1.0,235.0
113722,1.0,18.0
68939,7.0,15.0
33444,1.0,198.0
81884,1.0,235.0
105810,1.0,226.0
80769,1.0,213.0
102699,1.0,7.0
92131,1.0,176.0
76874,1.0,7.0
87837,1.0,251.0
83254,1.0,240.0
75266,1.0,7.0
66235,7.0,44.0
14785,7.0,44.0
34480,1.0,161.0
75366,1.0,7.0
32946,20.0,33.0
77456,1.0,227.0
90651,1.0,176.0
88305,1.0,239.0
35876,1.0,170.0
18422,7.0,186.0
23119,1.0,20.0
106094,1.0,226.0
25815,1.0,23.0
28328,5.0,196.0
86405,1.0,247.0
28514,1.0,30.0
10563,1.0,1.0
10611,1.0,18.0
90573,1.0,234.0
32748,7.0,33.0
25377,1.0,20.0
110523,1.0,174.0
104533,1.0,228.0
82487,1.0,236.0
76371,1.0,18.0
70440,7.0,19.0
85180,1.0,29.0
24197,1.0,20.0
106806,1.0,226.0
82835,1.0,50.0
18264,7.0,186.0
14511,7.0,44.0
22797,1.0,20.0
34258,1.0,160.0
17506,7.0,186.0
25625,1.0,23.0
35356,1.0,165.0
31266,20.0,33.0
15647,7.0,44.0
9007,1.0,18.0
34934,1.0,161.0
80251,1.0,229.0
29586,45.0,33.0
108587,1.0,65.0
12342,1.0,18.0
36632,1.0,38.0
105868,1.0,226.0
106838,1.0,226.0
68237,1.0,10.0
67565,1.0,10.0
106106,1.0,226.0
36682,1.0,38.0
18504,7.0,186.0
22143,7.0,98.0
22355,7.0,110.0
32132,1.0,33.0
32178,1.0,33.0
21505,7.0,98.0
29138,1.0,32.0
36660,1.0,38.0
14629,7.0,44.0
85272,1.0,29.0
28324,5.0,196.0
29892,7.0,33.0
68224,9.0,39.0
29386,1.0,32.0
29438,9.0,33.0
88511,1.0,252.0
78475,1.0,21.0
33658,1.0,198.0
16579,1.0,185.0
103408,1.0,65.0
25381,1.0,20.0
23605,2.0,20.0
22825,1.0,20.0
92886,1.0,176.0
77348,1.0,227.0
16467,1.0,185.0
13289,1.0,2.0
18198,7.0,186.0
106910,1.0,226.0
92301,1.0,176.0
35774,1.0,170.0
84340,1.0,221.0
91817,1.0,176.0
35422,1.0,165.0
12483,1.0,18.0
35518,1.0,36.0
13095,1.0,2.0
21599,6.0,98.0
8702,1.0,18.0
75926,1.0,176.0
74214,1.0,219.0
77834,1.0,213.0
76940,1.0,7.0
92395,1.0,229.0
27229,1.0,25.0
18482,7.0,186.0
92175,2.0,216.0
